day,channel_name,spend
2022-11-24,Email,564.59
2022-11-24,YouTube,873.39
2022-11-25,Google Ads,691.1
2022-11-25,Facebook Ads,1268.41
2022-11-25,LinkedIn,1223.93
2022-11-25,Instagram,527.4
2022-11-25,Email,670.73
2022-11-25,YouTube,783.63
2022-11-26,Google Ads,1176.16
2022-11-26,Facebook Ads,1132.88
2022-11-26,LinkedIn,788.46
2022-11-26,Instagram,1315.95
2022-11-26,Email,540.3
2022-11-26,YouTube,832.47
2022-11-27,Google Ads,1036.14
2022-11-27,Facebook Ads,1027.87
2022-11-27,LinkedIn,643.83
2022-11-27,Instagram,1218.97
2022-11-27,Email,948.83
2022-11-27,YouTube,1149.29
2022-11-28,Google Ads,1053.87
2022-11-28,Facebook Ads,663.99
2022-11-28,LinkedIn,1118.91
2022-11-28,Instagram,896.76
2022-11-28,Email,1008.34
2022-11-28,YouTube,1098.56
2022-11-29,Google Ads,936.29
2022-11-29,Facebook Ads,906.1
2022-11-29,LinkedIn,738.84
2022-11-29,Instagram,1152.67
2022-11-29,Email,809.62
2022-11-29,YouTube,991.2
2022-11-30,Google Ads,1095.71
2022-11-30,Facebook Ads,709.41
2022-11-30,LinkedIn,833.96
2022-11-30,Instagram,422.26
2022-11-30,Email,887.98
2022-11-30,YouTube,903.19
2022-12-01,Google Ads,965.55
2022-12-01,Facebook Ads,1014.76
2022-12-01,LinkedIn,1396.55
2022-12-01,Instagram,984.59
2022-12-01,Email,899.78
2022-12-01,YouTube,1058.7
2022-12-02,Google Ads,1154.45
2022-12-02,Facebook Ads,713.39
2022-12-02,LinkedIn,714.16
2022-12-02,Instagram,918.82
2022-12-02,Email,783.6
2022-12-02,YouTube,765.73
2022-12-03,Google Ads,675.69
2022-12-03,Facebook Ads,1160.18
2022-12-03,LinkedIn,890.36
2022-12-03,Instagram,1204.64
2022-12-03,Email,1330.2
2022-12-03,YouTube,1075.12
2022-12-04,Google Ads,748.64
2022-12-04,Facebook Ads,769.96
2022-12-04,LinkedIn,770.65
2022-12-04,Instagram,571.26
2022-12-04,Email,731.39
2022-12-04,YouTube,602.91
2022-12-05,Google Ads,1026.38
2022-12-05,Facebook Ads,924.42
2022-12-05,LinkedIn,1005.61
2022-12-05,Instagram,1498.4
2022-12-05,Email,900.84
2022-12-05,YouTube,1125.12
2022-12-06,Google Ads,997.32
2022-12-06,Facebook Ads,1059.68
2022-12-06,LinkedIn,1059.16
2022-12-06,Instagram,1372.21
2022-12-06,Email,1198.72
2022-12-06,YouTube,825.69
2022-12-07,Google Ads,704.7
2022-12-07,Facebook Ads,878.75
2022-12-07,LinkedIn,999.29
2022-12-07,Instagram,1292.53
2022-12-07,Email,457.5
2022-12-07,YouTube,1141.55
2022-12-08,Google Ads,897.13
2022-12-08,Facebook Ads,661.67
2022-12-08,LinkedIn,629.08
2022-12-08,Instagram,1358.34
2022-12-08,Email,893.49
2022-12-08,YouTube,731.56
2022-12-09,Google Ads,899.38
2022-12-09,Facebook Ads,918.6
2022-12-09,LinkedIn,872.94
2022-12-09,Instagram,639.53
2022-12-09,Email,1207.12
2022-12-09,YouTube,1862.89
2022-12-10,Google Ads,1082.11
2022-12-10,Facebook Ads,855.62
2022-12-10,LinkedIn,771.88
2022-12-10,Instagram,1077.13
2022-12-10,Email,700.65
2022-12-10,YouTube,926.13
2022-12-11,Google Ads,1014.32
2022-12-11,Facebook Ads,1096.62
2022-12-11,LinkedIn,895.65
2022-12-11,Instagram,1114.72
2022-12-11,Email,346.22
2022-12-11,YouTube,925.6
2022-12-12,Google Ads,902.4
2022-12-12,Facebook Ads,703.37
2022-12-12,LinkedIn,929.86
2022-12-12,Instagram,691.87
2022-12-12,Email,1033.07
2022-12-12,YouTube,1273.44
2022-12-13,Google Ads,868.52
2022-12-13,Facebook Ads,1240.74
2022-12-13,LinkedIn,279.79
2022-12-13,Instagram,1158.9
2022-12-13,Email,708.25
2022-12-13,YouTube,427.01
2022-12-14,Google Ads,886.2
2022-12-14,Facebook Ads,885.13
2022-12-14,LinkedIn,1511.62
2022-12-14,Instagram,710.92
2022-12-14,Email,1050.4
2022-12-14,YouTube,611.84
2022-12-15,Google Ads,837.98
2022-12-15,Facebook Ads,1192.22
2022-12-15,LinkedIn,931.96
2022-12-15,Instagram,1297.86
2022-12-15,Email,1575.17
2022-12-15,YouTube,596.79
2022-12-16,Google Ads,440.08
2022-12-16,Facebook Ads,869.08
2022-12-16,LinkedIn,775.5
2022-12-16,Instagram,976.98
2022-12-16,Email,547.01
2022-12-16,YouTube,475.17
2022-12-17,Google Ads,680.76
2022-12-17,Facebook Ads,1049.99
2022-12-17,LinkedIn,828.35
2022-12-17,Instagram,1003.21
2022-12-17,Email,1193.61
2022-12-17,YouTube,968.18
2022-12-18,Google Ads,690.14
2022-12-18,Facebook Ads,668.46
2022-12-18,LinkedIn,1526.17
2022-12-18,Instagram,637.42
2022-12-18,Email,797.14
2022-12-18,YouTube,896.25
2022-12-19,Google Ads,661.94
2022-12-19,Facebook Ads,901.57
2022-12-19,LinkedIn,696.51
2022-12-19,Instagram,763.69
2022-12-19,Email,1133.15
2022-12-19,YouTube,1368.77
2022-12-20,Google Ads,319.72
2022-12-20,Facebook Ads,1517.28
2022-12-20,LinkedIn,1106.31
2022-12-20,Instagram,767.44
2022-12-20,Email,963.71
2022-12-20,YouTube,1156.61
2022-12-21,Google Ads,982.7
2022-12-21,Facebook Ads,1338.97
2022-12-21,LinkedIn,880.82
2022-12-21,Instagram,1121.82
2022-12-21,Email,1480.3
2022-12-21,YouTube,874.7
2022-12-22,Google Ads,704.3
2022-12-22,Facebook Ads,732.01
2022-12-22,LinkedIn,623.45
2022-12-22,Instagram,513.23
2022-12-22,Email,863.35
2022-12-22,YouTube,1055.72
2022-12-23,Google Ads,463.95
2022-12-23,Facebook Ads,1246.39
2022-12-23,LinkedIn,802.3
2022-12-23,Instagram,1395.43
2022-12-23,Email,756.94
2022-12-23,YouTube,1255.24
2022-12-24,Google Ads,1207.68
2022-12-24,Facebook Ads,959.73
2022-12-24,LinkedIn,932.89
2022-12-24,Instagram,750.61
2022-12-24,Email,1285.02
2022-12-24,YouTube,1104.49
2022-12-25,Google Ads,756.43
2022-12-25,Facebook Ads,942.97
2022-12-25,LinkedIn,1233.37
2022-12-25,Instagram,654.21
2022-12-25,Email,991.66
2022-12-25,YouTube,968.61
2022-12-26,Google Ads,786.08
2022-12-26,Facebook Ads,543.76
2022-12-26,LinkedIn,1042.31
2022-12-26,Instagram,925.9
2022-12-26,Email,1277.68
2022-12-26,YouTube,1225.63
2022-12-27,Google Ads,672.02
2022-12-27,Facebook Ads,1309.62
2022-12-27,LinkedIn,889.62
2022-12-27,Instagram,1409.49
2022-12-27,Email,637.15
2022-12-27,YouTube,801.13
2022-12-28,Google Ads,552.99
2022-12-28,Facebook Ads,1245.67
2022-12-28,LinkedIn,1248.89
2022-12-28,Instagram,1125.98
2022-12-28,Email,1486.19
2022-12-28,YouTube,1026.19
2022-12-29,Google Ads,866.11
2022-12-29,Facebook Ads,483.78
2022-12-29,LinkedIn,1336.06
2022-12-29,Instagram,710.19
2022-12-29,Email,878.54
2022-12-29,YouTube,1701.61
2022-12-30,Google Ads,1276.41
2022-12-30,Facebook Ads,1332.78
2022-12-30,LinkedIn,1285.22
2022-12-30,Instagram,997.06
2022-12-30,Email,749.18
2022-12-30,YouTube,820.28
2022-12-31,Google Ads,1359.18
2022-12-31,Facebook Ads,770.76
2022-12-31,LinkedIn,788.85
2022-12-31,Instagram,465.78
2022-12-31,Email,964.63
2022-12-31,YouTube,1246.99
2023-01-01,Google Ads,1030.76
2023-01-01,Facebook Ads,571.04
2023-01-01,LinkedIn,559.43
2023-01-01,Instagram,1097.83
2023-01-01,Email,881.13
2023-01-01,YouTube,812.76
2023-01-02,Google Ads,1433.02
2023-01-02,Facebook Ads,965.79
2023-01-02,LinkedIn,1606.88
2023-01-02,Instagram,796.66
2023-01-02,Email,546.37
2023-01-02,YouTube,796.71
2023-01-03,Google Ads,1064.17
2023-01-03,Facebook Ads,753.28
2023-01-03,LinkedIn,677.13
2023-01-03,Instagram,1024.75
2023-01-03,Email,1442.14
2023-01-03,YouTube,1172.88
2023-01-04,Google Ads,601.14
2023-01-04,Facebook Ads,1339.24
2023-01-04,LinkedIn,1324.77
2023-01-04,Instagram,1011.83
2023-01-04,Email,1565.08
2023-01-04,YouTube,1238.78
2023-01-05,Google Ads,1086.76
2023-01-05,Facebook Ads,1137.28
2023-01-05,LinkedIn,1287.19
2023-01-05,Instagram,1052.44
2023-01-05,Email,832.01
2023-01-05,YouTube,929.59
2023-01-06,Google Ads,854.1
2023-01-06,Facebook Ads,1252.01
2023-01-06,LinkedIn,926.74
2023-01-06,Instagram,813.42
2023-01-06,Email,702.45
2023-01-06,YouTube,756.78
2023-01-07,Google Ads,772.34
2023-01-07,Facebook Ads,1706.91
2023-01-07,LinkedIn,513.44
2023-01-07,Instagram,830.58
2023-01-07,Email,637.06
2023-01-07,YouTube,1440.49
2023-01-08,Google Ads,1283.57
2023-01-08,Facebook Ads,1051.28
2023-01-08,LinkedIn,730.37
2023-01-08,Instagram,870.15
2023-01-08,Email,1037.07
2023-01-08,YouTube,1019.73
2023-01-09,Google Ads,1225.85
2023-01-09,Facebook Ads,829.33
2023-01-09,LinkedIn,612.68
2023-01-09,Instagram,619.96
2023-01-09,Email,895.82
2023-01-09,YouTube,652.88
2023-01-10,Google Ads,1129.79
2023-01-10,Facebook Ads,813.72
2023-01-10,LinkedIn,1224.4
2023-01-10,Instagram,1197.52
2023-01-10,Email,1321.26
2023-01-10,YouTube,615.32
2023-01-11,Google Ads,1299.16
2023-01-11,Facebook Ads,791.57
2023-01-11,LinkedIn,1035.85
2023-01-11,Instagram,1070.33
2023-01-11,Email,1530.21
2023-01-11,YouTube,1576.52
2023-01-12,Google Ads,484.75
2023-01-12,Facebook Ads,872.74
2023-01-12,LinkedIn,839.98
2023-01-12,Instagram,1039.77
2023-01-12,Email,985.53
2023-01-12,YouTube,1277.32
2023-01-13,Google Ads,1023.6
2023-01-13,Facebook Ads,1402.83
2023-01-13,LinkedIn,973.76
2023-01-13,Instagram,937.48
2023-01-13,Email,1167.67
2023-01-13,YouTube,1055.62
2023-01-14,Google Ads,1545.76
2023-01-14,Facebook Ads,1284.8
2023-01-14,LinkedIn,598.01
2023-01-14,Instagram,1132.63
2023-01-14,Email,797.35
2023-01-14,YouTube,645.97
2023-01-15,Google Ads,455.97
2023-01-15,Facebook Ads,1370.09
2023-01-15,LinkedIn,1223.33
2023-01-15,Instagram,872.15
2023-01-15,Email,1136.85
2023-01-15,YouTube,785.78
2023-01-16,Google Ads,602.56
2023-01-16,Facebook Ads,1131.64
2023-01-16,LinkedIn,1012.28
2023-01-16,Instagram,939.55
2023-01-16,Email,1307.16
2023-01-16,YouTube,1244.09
2023-01-17,Google Ads,677.68
2023-01-17,Facebook Ads,775.93
2023-01-17,LinkedIn,481.83
2023-01-17,Instagram,895.17
2023-01-17,Email,1116.47
2023-01-17,YouTube,987.94
2023-01-18,Google Ads,681.94
2023-01-18,Facebook Ads,1436.01
2023-01-18,LinkedIn,1351.81
2023-01-18,Instagram,1200.54
2023-01-18,Email,1085.48
2023-01-18,YouTube,864.86
2023-01-19,Google Ads,814.76
2023-01-19,Facebook Ads,1160.34
2023-01-19,LinkedIn,1027.32
2023-01-19,Instagram,1334.13
2023-01-19,Email,647.41
2023-01-19,YouTube,1327.88
2023-01-20,Google Ads,1344.34
2023-01-20,Facebook Ads,1079.47
2023-01-20,LinkedIn,790.94
2023-01-20,Instagram,1000.75
2023-01-20,Email,1401.98
2023-01-20,YouTube,1287.49
2023-01-21,Google Ads,959.93
2023-01-21,Facebook Ads,897.16
2023-01-21,LinkedIn,728.64
2023-01-21,Instagram,1364.8
2023-01-21,Email,1426.33
2023-01-21,YouTube,776.26
2023-01-22,Google Ads,666.93
2023-01-22,Facebook Ads,983.75
2023-01-22,LinkedIn,929.95
2023-01-22,Instagram,892.64
2023-01-22,Email,1237.26
2023-01-22,YouTube,774.55
2023-01-23,Google Ads,964.03
2023-01-23,Facebook Ads,1033.69
2023-01-23,LinkedIn,1084.27
2023-01-23,Instagram,1615.78
2023-01-23,Email,1185.66
2023-01-23,YouTube,1002.22
2023-01-24,Google Ads,1176.14
2023-01-24,Facebook Ads,1296.1
2023-01-24,LinkedIn,1256.09
2023-01-24,Instagram,900.9
2023-01-24,Email,1394.39
2023-01-24,YouTube,246.52
2023-01-25,Google Ads,750.18
2023-01-25,Facebook Ads,942.67
2023-01-25,LinkedIn,1046.07
2023-01-25,Instagram,891.41
2023-01-25,Email,584.72
2023-01-25,YouTube,1117.33
2023-01-26,Google Ads,1271.53
2023-01-26,Facebook Ads,1323.07
2023-01-26,LinkedIn,662.87
2023-01-26,Instagram,1141.39
2023-01-26,Email,1089.1
2023-01-26,YouTube,1413.05
2023-01-27,Google Ads,1324.37
2023-01-27,Facebook Ads,1405.39
2023-01-27,LinkedIn,944.4
2023-01-27,Instagram,570.45
2023-01-27,Email,1062.95
2023-01-27,YouTube,1039.31
2023-01-28,Google Ads,409.48
2023-01-28,Facebook Ads,1207.2
2023-01-28,LinkedIn,996.4
2023-01-28,Instagram,381.12
2023-01-28,Email,927.63
2023-01-28,YouTube,1913.09
2023-01-29,Google Ads,1335.51
2023-01-29,Facebook Ads,1015.67
2023-01-29,LinkedIn,839.68
2023-01-29,Instagram,742.02
2023-01-29,Email,1423.29
2023-01-29,YouTube,1305.5
2023-01-30,Google Ads,848.96
2023-01-30,Facebook Ads,950.61
2023-01-30,LinkedIn,1421.49
2023-01-30,Instagram,1208.66
2023-01-30,Email,1329.58
2023-01-30,YouTube,1174.07
2023-01-31,Google Ads,942.1
2023-01-31,Facebook Ads,564.58
2023-01-31,LinkedIn,1210.98
2023-01-31,Instagram,2031.93
2023-01-31,Email,1174.29
2023-01-31,YouTube,1605.43
2023-02-01,Google Ads,828.2
2023-02-01,Facebook Ads,1142.98
2023-02-01,LinkedIn,1130.87
2023-02-01,Instagram,744.64
2023-02-01,Email,1143.6
2023-02-01,YouTube,1487.3
2023-02-02,Google Ads,1108.83
2023-02-02,Facebook Ads,1280.33
2023-02-02,LinkedIn,945.71
2023-02-02,Instagram,830.99
2023-02-02,Email,1040.36
2023-02-02,YouTube,879.44
2023-02-03,Google Ads,112.39
2023-02-03,Facebook Ads,1207.77
2023-02-03,LinkedIn,1593.45
2023-02-03,Instagram,1005.27
2023-02-03,Email,919.73
2023-02-03,YouTube,1024.45
2023-02-04,Google Ads,690.52
2023-02-04,Facebook Ads,936.53
2023-02-04,LinkedIn,761.76
2023-02-04,Instagram,895.02
2023-02-04,Email,723.01
2023-02-04,YouTube,969.05
2023-02-05,Google Ads,1154.51
2023-02-05,Facebook Ads,1220.81
2023-02-05,LinkedIn,1641.45
2023-02-05,Instagram,114.43
2023-02-05,Email,953.18
2023-02-05,YouTube,1201.59
2023-02-06,Google Ads,1499.15
2023-02-06,Facebook Ads,1242.92
2023-02-06,LinkedIn,1054.25
2023-02-06,Instagram,1152.73
2023-02-06,Email,935.75
2023-02-06,YouTube,1274.27
2023-02-07,Google Ads,818.72
2023-02-07,Facebook Ads,845.8
2023-02-07,LinkedIn,1477.79
2023-02-07,Instagram,973.57
2023-02-07,Email,1050.71
2023-02-07,YouTube,894.28
2023-02-08,Google Ads,1089.36
2023-02-08,Facebook Ads,669.21
2023-02-08,LinkedIn,1510.2
2023-02-08,Instagram,1790.37
2023-02-08,Email,894.02
2023-02-08,YouTube,834.31
2023-02-09,Google Ads,752.64
2023-02-09,Facebook Ads,1179.02
2023-02-09,LinkedIn,1039.84
2023-02-09,Instagram,1280.15
2023-02-09,Email,906.22
2023-02-09,YouTube,1103.54
2023-02-10,Google Ads,737.11
2023-02-10,Facebook Ads,1320.79
2023-02-10,LinkedIn,496.79
2023-02-10,Instagram,2059.75
2023-02-10,Email,850.96
2023-02-10,YouTube,913.53
2023-02-11,Google Ads,1158.49
2023-02-11,Facebook Ads,1781.78
2023-02-11,LinkedIn,746.92
2023-02-11,Instagram,541.16
2023-02-11,Email,1164.03
2023-02-11,YouTube,995.34
2023-02-12,Google Ads,1227.34
2023-02-12,Facebook Ads,1308.99
2023-02-12,LinkedIn,1120.12
2023-02-12,Instagram,1160.46
2023-02-12,Email,1025.53
2023-02-12,YouTube,1363.1
2023-02-13,Google Ads,948.99
2023-02-13,Facebook Ads,518.13
2023-02-13,LinkedIn,878.14
2023-02-13,Instagram,816.98
2023-02-13,Email,1440.36
2023-02-13,YouTube,1307.81
2023-02-14,Google Ads,852.57
2023-02-14,Facebook Ads,806.86
2023-02-14,LinkedIn,1422.09
2023-02-14,Instagram,985.22
2023-02-14,Email,1131.76
2023-02-14,YouTube,1463.15
2023-02-15,Google Ads,1183.78
2023-02-15,Facebook Ads,777.22
2023-02-15,LinkedIn,1259.11
2023-02-15,Instagram,1402.57
2023-02-15,Email,1416.29
2023-02-15,YouTube,1241.93
2023-02-16,Google Ads,1321.23
2023-02-16,Facebook Ads,870.96
2023-02-16,LinkedIn,1185.89
2023-02-16,Instagram,361.61
2023-02-16,Email,1090.26
2023-02-16,YouTube,1058.32
2023-02-17,Google Ads,756.91
2023-02-17,Facebook Ads,1580.47
2023-02-17,LinkedIn,1672.15
2023-02-17,Instagram,818.06
2023-02-17,Email,858.29
2023-02-17,YouTube,1209.8
2023-02-18,Google Ads,1045.12
2023-02-18,Facebook Ads,870.75
2023-02-18,LinkedIn,1359.18
2023-02-18,Instagram,681.23
2023-02-18,Email,1583.23
2023-02-18,YouTube,909.12
2023-02-19,Google Ads,1218.64
2023-02-19,Facebook Ads,1436.42
2023-02-19,LinkedIn,741.23
2023-02-19,Instagram,1106.43
2023-02-19,Email,951.47
2023-02-19,YouTube,888.8
2023-02-20,Google Ads,985.54
2023-02-20,Facebook Ads,777.27
2023-02-20,LinkedIn,180.55
2023-02-20,Instagram,671.76
2023-02-20,Email,1299.17
2023-02-20,YouTube,1008.54
2023-02-21,Google Ads,1020.52
2023-02-21,Facebook Ads,1377.01
2023-02-21,LinkedIn,1739.8
2023-02-21,Instagram,1313.31
2023-02-21,Email,1205.58
2023-02-21,YouTube,1625.01
2023-02-22,Google Ads,1411.53
2023-02-22,Facebook Ads,1109.86
2023-02-22,LinkedIn,1077.19
2023-02-22,Instagram,746.12
2023-02-22,Email,1145.71
2023-02-22,YouTube,1374.23
2023-02-23,Google Ads,880.89
2023-02-23,Facebook Ads,1359.16
2023-02-23,LinkedIn,1695.63
2023-02-23,Instagram,1256.92
2023-02-23,Email,1561.92
2023-02-23,YouTube,1256.3
2023-02-24,Google Ads,1650.98
2023-02-24,Facebook Ads,1600.68
2023-02-24,LinkedIn,453.27
2023-02-24,Instagram,1247.82
2023-02-24,Email,278.3
2023-02-24,YouTube,1253.38
2023-02-25,Google Ads,1855.89
2023-02-25,Facebook Ads,951.7
2023-02-25,LinkedIn,1311.68
2023-02-25,Instagram,996.79
2023-02-25,Email,1095.71
2023-02-25,YouTube,1230.68
2023-02-26,Google Ads,1328.23
2023-02-26,Facebook Ads,651.26
2023-02-26,LinkedIn,1214.65
2023-02-26,Instagram,1557.61
2023-02-26,Email,1523.13
2023-02-26,YouTube,1148.64
2023-02-27,Google Ads,1056.26
2023-02-27,Facebook Ads,681.38
2023-02-27,LinkedIn,1251.35
2023-02-27,Instagram,1044.56
2023-02-27,Email,915.54
2023-02-27,YouTube,1116.54
2023-02-28,Google Ads,1921.3
2023-02-28,Facebook Ads,542.64
2023-02-28,LinkedIn,758.34
2023-02-28,Instagram,1936.44
2023-02-28,Email,1610.69
2023-02-28,YouTube,1325.57
2023-03-01,Google Ads,1119.2
2023-03-01,Facebook Ads,448.81
2023-03-01,LinkedIn,1098.73
2023-03-01,Instagram,742.79
2023-03-01,Email,1407.67
2023-03-01,YouTube,1378.6
2023-03-02,Google Ads,724.0
2023-03-02,Facebook Ads,1210.34
2023-03-02,LinkedIn,835.52
2023-03-02,Instagram,1017.75
2023-03-02,Email,1014.3
2023-03-02,YouTube,1119.64
2023-03-03,Google Ads,1008.08
2023-03-03,Facebook Ads,954.54
2023-03-03,LinkedIn,1421.04
2023-03-03,Instagram,779.92
2023-03-03,Email,1494.4
2023-03-03,YouTube,1357.7
2023-03-04,Google Ads,1407.01
2023-03-04,Facebook Ads,1027.58
2023-03-04,LinkedIn,966.0
2023-03-04,Instagram,1341.63
2023-03-04,Email,964.44
2023-03-04,YouTube,654.0
2023-03-05,Google Ads,1537.82
2023-03-05,Facebook Ads,1240.65
2023-03-05,LinkedIn,1152.21
2023-03-05,Instagram,1275.69
2023-03-05,Email,1411.37
2023-03-05,YouTube,1023.57
2023-03-06,Google Ads,1451.94
2023-03-06,Facebook Ads,742.52
2023-03-06,LinkedIn,769.7
2023-03-06,Instagram,1059.4
2023-03-06,Email,1121.74
2023-03-06,YouTube,1645.98
2023-03-07,Google Ads,1615.94
2023-03-07,Facebook Ads,1171.25
2023-03-07,LinkedIn,891.31
2023-03-07,Instagram,1582.58
2023-03-07,Email,1078.49
2023-03-07,YouTube,841.01
2023-03-08,Google Ads,1149.47
2023-03-08,Facebook Ads,595.64
2023-03-08,LinkedIn,2274.07
2023-03-08,Instagram,645.31
2023-03-08,Email,1143.75
2023-03-08,YouTube,1050.63
2023-03-09,Google Ads,1142.89
2023-03-09,Facebook Ads,1160.15
2023-03-09,LinkedIn,1263.83
2023-03-09,Instagram,1111.4
2023-03-09,Email,1442.23
2023-03-09,YouTube,1187.88
2023-03-10,Google Ads,875.1
2023-03-10,Facebook Ads,1376.55
2023-03-10,LinkedIn,1598.08
2023-03-10,Instagram,1567.67
2023-03-10,Email,1140.69
2023-03-10,YouTube,1090.13
2023-03-11,Google Ads,1620.55
2023-03-11,Facebook Ads,812.05
2023-03-11,LinkedIn,1434.56
2023-03-11,Instagram,1014.2
2023-03-11,Email,1753.22
2023-03-11,YouTube,1826.72
2023-03-12,Google Ads,1717.39
2023-03-12,Facebook Ads,1103.67
2023-03-12,LinkedIn,1047.97
2023-03-12,Instagram,1669.53
2023-03-12,Email,1499.41
2023-03-12,YouTube,906.13
2023-03-13,Google Ads,702.11
2023-03-13,Facebook Ads,669.17
2023-03-13,LinkedIn,1423.62
2023-03-13,Instagram,1755.98
2023-03-13,Email,1046.48
2023-03-13,YouTube,921.35
2023-03-14,Google Ads,1345.81
2023-03-14,Facebook Ads,913.42
2023-03-14,LinkedIn,1323.98
2023-03-14,Instagram,1464.83
2023-03-14,Email,948.49
2023-03-14,YouTube,1929.03
2023-03-15,Google Ads,1175.36
2023-03-15,Facebook Ads,1049.93
2023-03-15,LinkedIn,1594.46
2023-03-15,Instagram,1310.53
2023-03-15,Email,1458.2
2023-03-15,YouTube,1776.55
2023-03-16,Google Ads,1113.2
2023-03-16,Facebook Ads,1212.86
2023-03-16,LinkedIn,1171.35
2023-03-16,Instagram,1331.54
2023-03-16,Email,952.33
2023-03-16,YouTube,1493.99
2023-03-17,Google Ads,1423.97
2023-03-17,Facebook Ads,1450.59
2023-03-17,LinkedIn,1156.92
2023-03-17,Instagram,979.71
2023-03-17,Email,1396.94
2023-03-17,YouTube,587.75
2023-03-18,Google Ads,1806.79
2023-03-18,Facebook Ads,769.38
2023-03-18,LinkedIn,1590.63
2023-03-18,Instagram,1006.07
2023-03-18,Email,1291.13
2023-03-18,YouTube,1155.11
2023-03-19,Google Ads,1764.52
2023-03-19,Facebook Ads,1427.2
2023-03-19,LinkedIn,1296.04
2023-03-19,Instagram,1079.33
2023-03-19,Email,1374.98
2023-03-19,YouTube,1970.99
2023-03-20,Google Ads,1412.25
2023-03-20,Facebook Ads,1384.08
2023-03-20,LinkedIn,1607.25
2023-03-20,Instagram,1040.12
2023-03-20,Email,932.79
2023-03-20,YouTube,838.73
2023-03-21,Google Ads,1277.97
2023-03-21,Facebook Ads,1309.85
2023-03-21,LinkedIn,1365.22
2023-03-21,Instagram,562.77
2023-03-21,Email,1387.48
2023-03-21,YouTube,1338.72
2023-03-22,Google Ads,519.34
2023-03-22,Facebook Ads,1201.88
2023-03-22,LinkedIn,866.35
2023-03-22,Instagram,1635.5
2023-03-22,Email,888.77
2023-03-22,YouTube,255.69
2023-03-23,Google Ads,1693.25
2023-03-23,Facebook Ads,1126.73
2023-03-23,LinkedIn,1229.51
2023-03-23,Instagram,1774.49
2023-03-23,Email,1579.61
2023-03-23,YouTube,746.6
2023-03-24,Google Ads,1140.54
2023-03-24,Facebook Ads,1103.48
2023-03-24,LinkedIn,1028.66
2023-03-24,Instagram,981.8
2023-03-24,Email,1493.27
2023-03-24,YouTube,1155.05
2023-03-25,Google Ads,1922.02
2023-03-25,Facebook Ads,1185.77
2023-03-25,LinkedIn,1498.39
2023-03-25,Instagram,1438.69
2023-03-25,Email,1743.9
2023-03-25,YouTube,1566.95
2023-03-26,Google Ads,915.15
2023-03-26,Facebook Ads,568.31
2023-03-26,LinkedIn,1227.97
2023-03-26,Instagram,1123.36
2023-03-26,Email,1045.93
2023-03-26,YouTube,1304.7
2023-03-27,Google Ads,1197.92
2023-03-27,Facebook Ads,935.29
2023-03-27,LinkedIn,1054.07
2023-03-27,Instagram,1358.21
2023-03-27,Email,971.0
2023-03-27,YouTube,1202.99
2023-03-28,Google Ads,1276.28
2023-03-28,Facebook Ads,2220.12
2023-03-28,LinkedIn,1009.51
2023-03-28,Instagram,1376.46
2023-03-28,Email,903.36
2023-03-28,YouTube,1472.46
2023-03-29,Google Ads,1128.87
2023-03-29,Facebook Ads,1240.66
2023-03-29,LinkedIn,1596.96
2023-03-29,Instagram,1618.46
2023-03-29,Email,1132.63
2023-03-29,YouTube,1109.73
2023-03-30,Google Ads,1136.22
2023-03-30,Facebook Ads,1046.98
2023-03-30,LinkedIn,1500.03
2023-03-30,Instagram,638.28
2023-03-30,Email,1480.16
2023-03-30,YouTube,677.53
2023-03-31,Google Ads,788.89
2023-03-31,Facebook Ads,1396.38
2023-03-31,LinkedIn,1001.86
2023-03-31,Instagram,1506.4
2023-03-31,Email,1166.23
2023-03-31,YouTube,790.39
2023-04-01,Google Ads,538.34
2023-04-01,Facebook Ads,748.34
2023-04-01,LinkedIn,1305.11
2023-04-01,Instagram,1721.23
2023-04-01,Email,624.45
2023-04-01,YouTube,1406.11
2023-04-02,Google Ads,1632.51
2023-04-02,Facebook Ads,1913.81
2023-04-02,LinkedIn,1286.45
2023-04-02,Instagram,1468.57
2023-04-02,Email,1711.46
2023-04-02,YouTube,1222.62
2023-04-03,Google Ads,1485.97
2023-04-03,Facebook Ads,1106.53
2023-04-03,LinkedIn,566.52
2023-04-03,Instagram,1222.69
2023-04-03,Email,1040.19
2023-04-03,YouTube,602.91
2023-04-04,Google Ads,1541.54
2023-04-04,Facebook Ads,1563.72
2023-04-04,LinkedIn,883.52
2023-04-04,Instagram,1184.3
2023-04-04,Email,1031.67
2023-04-04,YouTube,2053.24
2023-04-05,Google Ads,1040.71
2023-04-05,Facebook Ads,1495.93
2023-04-05,LinkedIn,1146.18
2023-04-05,Instagram,1094.15
2023-04-05,Email,1198.66
2023-04-05,YouTube,1843.64
2023-04-06,Google Ads,1045.68
2023-04-06,Facebook Ads,965.33
2023-04-06,LinkedIn,1079.99
2023-04-06,Instagram,1133.57
2023-04-06,Email,848.85
2023-04-06,YouTube,1377.88
2023-04-07,Google Ads,1432.66
2023-04-07,Facebook Ads,498.81
2023-04-07,LinkedIn,2011.01
2023-04-07,Instagram,881.09
2023-04-07,Email,1284.74
2023-04-07,YouTube,1421.07
2023-04-08,Google Ads,592.77
2023-04-08,Facebook Ads,1572.34
2023-04-08,LinkedIn,1049.6
2023-04-08,Instagram,1984.92
2023-04-08,Email,1270.57
